Order_ID,Order_Date,Region,Customer_Type,Warehouse_Location,Order_Quantity,Order_Value,Stock_Availability,Fulfillment_Rate,Delivery_Time (Days),Transportation_Cost,Delayed_Delivery,Shipment_Date,Product_Category,Product_Weight (kg),Order_Priority,Payment_Method,Warehouse_Capacity_Utilization (%),Stock_Replenishment_Time (Days),Carrier_Name,Mode_of_Transport,Profit_Margin (%),Operational_Cost (₹),Discount_Offered (%),Lost_Sales (₹),Order_Quarter,Lead_Time (Days),On_Time_Delivery (%),Customer_Rating (1-5),Return_Status,Reason_for_Return,Risk_Category
12056,2/18/2023 13:11,South,Retail,Delhi,143,65255.45991,763,0.87,6,3026.06,0,2/20/2023 13:11,Electronics,29.09,High,Cash,59.21,14,India Post,Road,20.76,9056.21,16.16,2506.7,2023Q1,2,84.56,4,No,N/A,Medium
12057,12/12/2023 9:32,North,Retail,Kolkata,286,55850.15393,87,0.94,3,3594.4,1,12/21/2023 9:32,Furniture,33.88,Medium,Cash,71.54,8,DHL,Ship,20.84,4293.66,2.09,1134.87,2023Q4,9,96.78,5,No,N/A,High
12058,3/25/2023 12:29,North,Corporate,Delhi,53,24213.90083,577,0.71,2,1303.2,0,3/30/2023 12:29,Furniture,25.19,High,Credit Card,90.89,12,Delhivery,Road,29.8,2318.49,18.33,3718.23,2023Q1,5,82.89,3,Yes,Wrong Product,Low
12059,10/27/2023 6:09,Central,Wholesale,Mumbai,277,15665.94649,328,1,2,940.7,0,11/1/2023 6:09,Apparel,45.58,High,UPI,61.7,13,Blue Dart,Air,25.25,1328.13,3.34,3980.9,2023Q4,5,93.88,3,No,N/A,High
12060,3/30/2023 8:07,North,Retail,Mumbai,269,126142.1533,433,0.95,9,4079.35,0,4/5/2023 8:07,Electronics,2.34,Low,Net Banking,72.21,8,FedEx,Road,18.07,13777.17,11.32,1543.56,2023Q1,6,89.26,4,No,N/A,Medium
12061,12/28/2023 5:45,Central,E-commerce,Delhi,243,80528.70566,245,0.8,13,5076.34,0,12/29/2023 5:45,Apparel,0.73,Low,Cash,96.56,7,FedEx,Ship,26.26,15040.26,18.99,3999.43,2023Q4,1,98.47,4,No,N/A,High
12062,7/18/2024 15:19,East,Corporate,Bangalore,452,170018.1442,250,0.71,13,8532.54,0,7/27/2024 15:19,Electronics,42.03,Medium,UPI,81.79,6,Delhivery,Ship,24.1,11109.39,13.46,2250.33,2024Q3,9,81.74,2,No,N/A,High
12063,7/5/2024 1:25,East,Retail,Kolkata,384,166921.6566,511,0.82,5,4652.93,0,7/13/2024 1:25,Furniture,33.11,High,Cash,89.68,3,India Post,Air,8.42,16200.43,6.38,1701.94,2024Q3,8,82.62,3,No,N/A,High
12064,4/16/2024 20:18,Central,E-commerce,Kolkata,395,109871.3019,266,0.9,1,8275.23,0,4/18/2024 20:18,Electronics,19.69,High,Cash,90.1,9,India Post,Road,16.85,15699.63,6.6,2209.32,2024Q2,2,86.49,1,No,N/A,Medium
12065,9/7/2023 0:40,South,Retail,Mumbai,22,9160.156579,920,0.83,12,550.91,0,9/8/2023 0:40,Electronics,35.31,Low,Credit Card,87.87,5,Delhivery,Air,10.7,1830.48,8.76,4534.61,2023Q3,1,83.97,4,No,N/A,Medium
12066,2/12/2023 1:15,South,Wholesale,Bangalore,130,33664.91582,663,0.98,10,2500.84,1,2/16/2023 1:15,Automobile Parts,24.5,Medium,Cash,52.34,9,India Post,Ship,11.55,5737.21,10.44,2623.62,2023Q1,4,84.1,3,No,N/A,Medium
12067,4/25/2024 23:19,North,Wholesale,Chennai,479,178913.2046,201,0.8,3,12652.23,0,5/1/2024 23:19,Electronics,43.64,Low,Cash,72.16,11,Blue Dart,Road,21.27,22920.53,11.63,2614.87,2024Q2,6,90.49,3,No,N/A,Medium
12068,5/1/2023 11:05,South,E-commerce,Kolkata,441,32558.87849,931,0.71,2,1153.1,0,5/2/2023 11:05,Electronics,34.32,High,UPI,58.25,6,Delhivery,Road,19.12,2852.45,13.7,4954.28,2023Q2,1,99.51,2,No,N/A,High
12069,3/16/2024 14:22,Central,Corporate,Kolkata,310,100511.8947,204,0.98,6,3135.49,0,3/19/2024 14:22,Furniture,46.55,Low,Cash,73.16,7,FedEx,Ship,9.86,11473.17,18.38,4376.9,2024Q1,3,99.03,5,No,N/A,High
12070,4/9/2024 6:04,Central,Retail,Bangalore,372,104009.1435,202,0.82,7,9443.43,0,4/18/2024 6:04,Electronics,10.82,High,Net Banking,53.2,2,India Post,Ship,28.21,5346.51,2.39,3078.9,2024Q2,9,84.76,2,No,N/A,High
12071,3/9/2023 7:30,South,Corporate,Chennai,416,154387.7378,657,0.85,12,11352.58,0,3/11/2023 7:30,Apparel,3.95,Low,Net Banking,97.75,2,India Post,Rail,13.01,28393.47,16.16,957.06,2023Q1,2,90.75,4,Yes,Late Delivery,Medium
12072,7/7/2023 9:50,East,Retail,Bangalore,132,25599.14375,723,0.81,8,2037.08,0,7/9/2023 9:50,Apparel,14.28,High,UPI,59.2,12,Blue Dart,Air,27.03,1419.88,16.27,4216.82,2023Q3,2,99.08,4,No,N/A,Low
12073,8/31/2023 12:43,West,Retail,Chennai,473,189043.2401,188,0.98,3,6051.33,0,9/1/2023 12:43,Furniture,34.42,High,UPI,63.87,10,Delhivery,Ship,18.92,14847.8,8.68,1581.46,2023Q3,1,98.95,4,No,N/A,High
12074,7/12/2023 19:29,Central,Corporate,Delhi,243,100982.8174,459,0.87,14,7061.26,0,7/21/2023 19:29,Furniture,7.52,High,Credit Card,80.31,3,DHL,Air,24.48,14511.93,7.35,576.99,2023Q3,9,88.21,4,No,N/A,High
12075,12/10/2023 1:28,East,E-commerce,Delhi,228,33081.9891,479,0.78,8,3252.49,0,12/19/2023 1:28,Furniture,20.15,Medium,Cash,81.7,14,India Post,Ship,28.47,5482.3,10.91,3308.13,2023Q4,9,99.55,5,No,N/A,High
12076,9/17/2023 9:28,East,Corporate,Chennai,109,25018.27878,940,0.95,1,1523.1,0,9/26/2023 9:28,Furniture,23.4,Medium,Net Banking,74.37,7,FedEx,Rail,21.28,1854.64,12.16,2391.63,2023Q3,9,94.32,4,No,N/A,Medium
12077,6/16/2023 19:43,North,E-commerce,Bangalore,130,19785.4649,852,0.85,11,436.56,0,6/24/2023 19:43,Electronics,5.25,High,UPI,94.35,7,Blue Dart,Ship,20.55,2175.5,3.8,3096.86,2023Q2,8,92.84,5,No,N/A,Low
12078,5/2/2024 9:31,North,Retail,Bangalore,57,11479.93978,285,0.98,1,697.76,0,5/7/2024 9:31,Groceries,38.54,Medium,Credit Card,88.95,3,Delhivery,Road,26.01,794.57,7.04,244.23,2024Q2,5,85.37,4,No,N/A,Low
12079,9/16/2024 12:06,Central,E-commerce,Kolkata,346,158896.0183,691,0.7,3,8051.79,1,9/25/2024 12:06,Electronics,37.9,High,UPI,92.74,3,FedEx,Ship,12.48,10997.99,18.68,2530.63,2024Q3,9,84,5,No,N/A,Low
12080,11/14/2024 3:06,West,Wholesale,Bangalore,202,79154.89275,836,0.73,13,3820.46,0,11/20/2024 3:06,Furniture,9.99,Medium,Credit Card,85.08,14,FedEx,Air,17.4,10035.67,19.44,4401.51,2024Q4,6,93.28,1,No,N/A,Medium
12081,7/31/2023 3:17,Central,Wholesale,Delhi,433,100958.386,102,0.92,2,4699.23,0,8/1/2023 3:17,Apparel,2.56,Medium,Credit Card,66.84,2,Delhivery,Rail,16.16,7507.9,1.64,410,2023Q3,1,84.46,5,No,N/A,Low
12082,12/8/2023 19:41,East,Corporate,Mumbai,215,23783.84695,78,0.96,10,955.41,1,12/14/2023 19:41,Groceries,21.19,Medium,Cash,82.59,6,Blue Dart,Ship,9.24,3380.08,5.45,2747.87,2023Q4,6,93.66,1,No,N/A,High
12083,3/24/2023 18:58,South,E-commerce,Bangalore,394,164724.2309,814,0.8,13,14831.58,0,3/27/2023 18:58,Apparel,4.48,Medium,Net Banking,96.21,4,Delhivery,Air,14.71,28561.35,4.54,4662.87,2023Q1,3,81.19,4,No,N/A,High
12084,4/28/2024 23:10,East,Corporate,Bangalore,336,73682.16207,714,0.84,14,2494.8,0,5/1/2024 23:10,Electronics,35.05,Low,Cash,85.16,9,Delhivery,Air,24.79,12864.35,8.72,2877.23,2024Q2,3,90.8,2,No,N/A,High
12085,2/14/2024 18:57,Central,Corporate,Mumbai,34,6912.33464,988,0.86,14,577.42,0,2/21/2024 18:57,Furniture,31.76,Medium,Net Banking,72.5,2,India Post,Air,18.48,408.61,15.01,2860.31,2024Q1,7,80.64,5,No,N/A,Medium
12086,9/7/2024 5:34,South,E-commerce,Chennai,236,68550.69271,864,0.89,3,6007.29,0,9/16/2024 5:34,Electronics,19.32,Medium,UPI,80.21,10,DHL,Ship,21.68,13371.68,14.68,4443.9,2024Q3,9,89.22,3,No,N/A,High
12087,4/29/2024 0:55,Central,E-commerce,Chennai,102,42926.90998,285,0.8,2,3522.01,0,5/4/2024 0:55,Furniture,7.4,Low,Net Banking,80.38,5,Delhivery,Rail,6.88,4473.37,11.77,3667.74,2024Q2,5,82.34,2,No,N/A,Low
12088,11/5/2024 0:04,Central,Wholesale,Bangalore,359,45744.08061,966,0.71,3,2269.07,1,11/11/2024 0:04,Furniture,47.26,High,Credit Card,97.92,4,DHL,Rail,17.46,3529.42,3.69,1878.85,2024Q4,6,82.44,1,No,N/A,High
12089,1/28/2024 2:55,East,Corporate,Delhi,183,64754.29982,866,0.94,7,5215.01,0,2/1/2024 2:55,Automobile Parts,22.27,High,Net Banking,75.22,2,DHL,Rail,12.09,9582.55,2.03,1466.29,2024Q1,4,94.9,5,No,N/A,Medium
12090,6/21/2023 1:20,West,Corporate,Bangalore,186,80768.68173,623,0.71,10,4058.83,0,6/27/2023 1:20,Automobile Parts,22.86,Medium,Credit Card,55.1,6,Blue Dart,Ship,12.81,4222.82,12.41,3856.13,2023Q2,6,97.15,2,No,N/A,High
12091,10/16/2023 17:51,West,Wholesale,Delhi,115,29605.70762,500,0.86,13,2198.76,1,10/17/2023 17:51,Apparel,35.13,High,UPI,96.14,2,Delhivery,Road,13.93,1890.71,1.69,1630.02,2023Q4,1,86.07,4,No,N/A,Medium
12092,10/16/2024 14:00,North,Wholesale,Delhi,387,44517.99347,321,0.72,14,1826.34,0,10/20/2024 14:00,Electronics,27.8,Medium,Cash,76.82,13,Blue Dart,Ship,5.09,2979.48,16.36,1288.12,2024Q4,4,93.39,5,No,N/A,Low
12093,7/3/2023 16:28,East,E-commerce,Bangalore,307,101818.9008,134,0.99,8,9103.39,0,7/8/2023 16:28,Automobile Parts,28.65,Low,Credit Card,69.7,12,DHL,Ship,26.18,17955.31,9.44,3466.55,2023Q3,5,90.37,1,Yes,Late Delivery,High
12094,3/13/2023 11:22,North,E-commerce,Delhi,24,3174.973026,78,0.84,5,134.04,0,3/14/2023 11:22,Electronics,12.3,Medium,UPI,61.5,9,DHL,Air,27.51,488.63,13.03,2046.26,2023Q1,1,98.14,3,No,N/A,High
12095,3/2/2024 17:27,East,E-commerce,Kolkata,94,18790.05309,736,0.76,14,661.65,0,3/10/2024 17:27,Electronics,29.21,Low,Net Banking,72.5,4,Blue Dart,Road,28.47,2032.71,9.75,375.17,2024Q1,8,90.8,3,No,N/A,High
12096,3/8/2023 3:28,East,Retail,Chennai,321,137729.1032,830,0.77,11,4156.35,0,3/11/2023 3:28,Furniture,29.73,Low,Net Banking,94.65,13,Delhivery,Air,9.29,9215.34,7.9,3262.39,2023Q1,3,91.72,5,No,N/A,Medium
12097,2/28/2024 15:52,Central,Wholesale,Chennai,353,116702.9789,987,0.74,8,10624.53,1,3/2/2024 15:52,Furniture,37.74,Low,Cash,99.08,12,India Post,Rail,12.15,7248.57,6.86,3996.89,2024Q1,3,81.34,4,Yes,Damaged,Medium
12098,6/24/2024 18:21,South,Retail,Chennai,462,100509.5287,681,0.74,1,8218.91,1,6/28/2024 18:21,Furniture,5.3,Low,Cash,51.06,7,Blue Dart,Rail,20.08,9129.46,10,234.39,2024Q2,4,96.7,3,No,N/A,Low
12099,11/15/2024 22:54,North,Retail,Delhi,82,4498.370483,535,0.79,2,260.25,1,11/24/2024 22:54,Electronics,8.51,Low,UPI,69.93,10,Delhivery,Rail,6.3,888.57,6.24,66.6,2024Q4,9,84.57,4,Yes,Late Delivery,Low
12100,12/7/2024 18:48,South,Wholesale,Bangalore,439,203113.7091,450,0.94,3,11434.45,0,12/8/2024 18:48,Automobile Parts,8.24,High,Cash,85.26,6,Delhivery,Ship,17.33,13199.68,6.94,2032.72,2024Q4,1,86.55,3,No,N/A,High
12101,6/16/2024 3:36,Central,E-commerce,Chennai,278,32046.38769,108,0.84,6,1821.37,0,6/18/2024 3:36,Automobile Parts,0.65,Medium,UPI,95.79,12,Delhivery,Road,23.21,5754.37,20,1289.55,2024Q2,2,93.52,1,No,N/A,Low
12102,7/3/2024 0:21,East,Wholesale,Kolkata,246,48299.02262,565,0.96,9,3161.27,0,7/5/2024 0:21,Automobile Parts,29.53,Low,Credit Card,78.47,13,DHL,Rail,10.5,6395.95,19.05,2887.8,2024Q3,2,93.84,5,No,N/A,Low
12103,12/2/2024 21:24,West,Corporate,Chennai,341,155963.2097,984,0.97,11,13954.31,0,12/10/2024 21:24,Groceries,16.37,High,Net Banking,83.48,9,Blue Dart,Rail,19.33,9265.98,2.26,3055.49,2024Q4,8,96.41,1,No,N/A,Low
12104,4/25/2024 14:34,South,Retail,Kolkata,17,2480.550397,74,0.7,1,148.76,1,4/26/2024 14:34,Electronics,15.34,Low,Credit Card,96.28,9,India Post,Road,6.71,490.29,7.33,1884.64,2024Q2,1,85.97,3,No,N/A,Medium
12105,3/17/2023 22:15,West,Wholesale,Delhi,220,93159.73103,651,0.8,2,7275.37,0,3/22/2023 22:15,Groceries,42.96,Low,Net Banking,93.52,2,Blue Dart,Rail,25.77,12215.87,14.71,288.4,2023Q1,5,94.17,5,No,N/A,Medium
12106,11/30/2023 4:55,West,Corporate,Kolkata,431,94849.57522,553,0.91,3,4435.39,0,12/8/2023 4:55,Electronics,1.02,High,UPI,87.78,9,DHL,Road,10.95,17194.8,7.33,2701.55,2023Q4,8,98.37,4,No,N/A,Low
12107,2/26/2024 11:18,Central,Corporate,Chennai,53,21104.73549,531,0.89,6,1040.89,0,3/4/2024 11:18,Apparel,23.6,Low,Net Banking,57.83,3,India Post,Ship,11.25,1847.63,1.81,4363.49,2024Q1,7,88.02,2,No,N/A,High
12108,1/16/2023 23:43,Central,Retail,Chennai,180,63094.86498,92,0.82,6,3940.34,1,1/25/2023 23:43,Electronics,1.87,Medium,Cash,59.7,14,Blue Dart,Rail,15.14,10909.52,8.13,870.45,2023Q1,9,88.69,5,No,N/A,Medium
12109,2/21/2023 11:17,North,Retail,Delhi,200,91554.89505,833,0.74,1,2671.02,0,2/26/2023 11:17,Automobile Parts,25.56,Medium,Credit Card,78.01,3,Delhivery,Ship,8.42,4784.24,10.54,3129.95,2023Q1,5,84.53,2,No,N/A,Low
12110,3/12/2024 19:15,Central,Wholesale,Kolkata,413,51008.6589,151,0.97,9,4712.69,0,3/20/2024 19:15,Groceries,11.77,High,UPI,92.92,3,India Post,Air,5.04,3912.38,8.7,1199.91,2024Q1,8,96.25,5,No,N/A,Medium
12111,11/7/2023 15:30,South,Wholesale,Bangalore,144,55014.92317,267,0.85,2,5125.71,0,11/8/2023 15:30,Automobile Parts,25,Medium,Net Banking,82.4,4,Delhivery,Air,13.92,8627.36,8.02,3047.01,2023Q4,1,87.19,4,Yes,Late Delivery,High
12112,9/20/2023 14:34,East,Wholesale,Bangalore,190,60190.99004,204,0.94,12,3085.65,0,9/23/2023 14:34,Furniture,31.49,Low,UPI,92.49,11,DHL,Ship,9.47,5762.28,17.02,4127.12,2023Q3,3,87.12,3,Yes,Late Delivery,Medium
12113,6/16/2023 19:43,East,Corporate,Chennai,455,63305.96401,487,0.99,1,2494.98,0,6/20/2023 19:43,Furniture,12.09,Medium,Cash,64.55,7,FedEx,Air,7.35,7500.34,16.23,1287.53,2023Q2,4,94.01,3,No,N/A,Low
12114,12/18/2023 19:43,West,Retail,Delhi,376,43807.03937,266,0.89,8,3650.1,0,12/25/2023 19:43,Apparel,10.89,Low,Credit Card,74.21,11,India Post,Road,26.24,4112.3,3.36,3799.36,2023Q4,7,87.74,2,No,N/A,Low
12115,1/7/2023 8:26,North,Retail,Kolkata,252,48097.77479,951,0.76,14,2162.4,0,1/13/2023 8:26,Electronics,11.46,Low,Cash,71.91,10,FedEx,Rail,5.5,4755.6,16.53,4995.37,2023Q1,6,96.38,1,No,N/A,Medium
12116,8/17/2024 3:12,East,E-commerce,Kolkata,198,22292.79466,541,1,11,2171.19,0,8/26/2024 3:12,Apparel,17.09,Low,UPI,87.15,13,Blue Dart,Air,28.14,3991.39,16.3,1744.29,2024Q3,9,84.2,2,No,N/A,Medium
12117,12/3/2023 1:15,East,E-commerce,Mumbai,356,115651.6827,366,0.86,6,4058.68,0,12/12/2023 1:15,Automobile Parts,5.63,Medium,Cash,76.11,9,Blue Dart,Road,12.24,11488,14.78,1863.93,2023Q4,9,82.54,2,No,N/A,Medium
12118,12/19/2023 16:45,North,E-commerce,Kolkata,260,63323.50769,664,0.9,10,4907.86,0,12/25/2023 16:45,Apparel,7.79,Low,Credit Card,61.39,7,Blue Dart,Rail,25.53,7660.2,17.44,3813.56,2023Q4,6,88.58,3,No,N/A,High
12119,7/11/2024 16:51,North,Wholesale,Bangalore,440,96141.73894,717,0.86,4,4780.81,0,7/15/2024 16:51,Furniture,28.13,High,Cash,75.94,9,India Post,Air,19.78,10794.18,17.48,4928.22,2024Q3,4,86.7,4,No,N/A,Medium
12120,3/21/2024 10:01,East,Corporate,Bangalore,114,16538.34402,916,0.79,5,1182.75,0,3/22/2024 10:01,Automobile Parts,28.92,Low,Net Banking,71.12,3,India Post,Air,14.6,1866.3,10.04,986.12,2024Q1,1,99.56,2,No,N/A,Low
12121,12/24/2023 10:39,North,Retail,Mumbai,95,11109.86104,748,0.93,10,394.99,1,12/28/2023 10:39,Automobile Parts,43.76,Medium,UPI,87.31,7,DHL,Rail,15.8,1073.04,9.26,56.82,2023Q4,4,95.36,4,No,N/A,High
12122,10/8/2023 6:36,Central,Retail,Mumbai,386,130907.5788,614,0.86,10,3108.61,0,10/16/2023 6:36,Groceries,6.99,High,Net Banking,99.08,14,FedEx,Ship,27.86,15599.63,1.81,3213.49,2023Q4,8,88.79,2,No,N/A,Medium
12123,6/27/2023 15:02,North,Retail,Chennai,312,40697.4823,836,0.89,1,1308.33,1,7/5/2023 15:02,Electronics,0.87,Low,Cash,89.84,5,Blue Dart,Rail,20.71,3786.2,18.9,4675.04,2023Q2,8,84.69,2,No,N/A,Medium
12124,4/24/2024 8:46,South,Corporate,Mumbai,481,86525.79696,234,0.84,4,8274.68,0,4/27/2024 8:46,Automobile Parts,19.75,High,Credit Card,62.6,4,India Post,Ship,11.61,10189.36,5.03,1762.18,2024Q2,3,81.47,2,No,N/A,Low
12125,5/24/2024 19:26,North,E-commerce,Chennai,269,64643.72337,926,0.95,8,1959.09,0,5/28/2024 19:26,Electronics,12.53,Medium,Cash,51.11,9,Blue Dart,Ship,29.48,11495.16,9.88,4209.16,2024Q2,4,81.95,1,Yes,Damaged,Medium
12126,7/23/2023 23:34,Central,Wholesale,Bangalore,443,104589.8967,146,0.94,10,10136.05,0,7/25/2023 23:34,Apparel,16.62,Low,Credit Card,78.57,3,DHL,Road,14.89,17492.72,19.09,2938.15,2023Q3,2,84.46,4,No,N/A,High
12127,1/29/2024 12:13,South,Corporate,Kolkata,34,15208.99172,247,0.76,6,1511.4,0,1/30/2024 12:13,Apparel,12.55,Low,UPI,58.68,13,FedEx,Ship,22.7,2573.29,0.72,4093.71,2024Q1,1,86.85,3,No,N/A,Medium
12128,3/13/2023 11:22,South,Corporate,Delhi,117,11018.5188,274,0.98,12,325.04,0,3/19/2023 11:22,Automobile Parts,22.57,High,Net Banking,65.95,4,Blue Dart,Air,14.94,1600.09,15.16,2978.34,2023Q1,6,97.93,4,No,N/A,Low
12129,6/1/2023 18:46,South,Corporate,Kolkata,459,209368.1923,595,0.93,1,17772.06,0,6/2/2023 18:46,Apparel,40.65,Low,Credit Card,63.16,4,India Post,Air,13.36,14956.13,17.96,2211.15,2023Q2,1,87.77,4,No,N/A,Low
12130,12/28/2024 8:55,East,Retail,Chennai,258,102137.3022,669,0.77,5,2746.88,0,1/1/2025 8:55,Electronics,14.97,Medium,Net Banking,90.42,13,Blue Dart,Rail,16.88,11497.01,3.38,4615.24,2024Q4,4,82.98,3,No,N/A,High
12131,7/14/2023 20:33,Central,Corporate,Delhi,160,20841.29802,593,0.98,7,2056.35,0,7/17/2023 20:33,Furniture,32.82,High,Cash,74.75,7,FedEx,Ship,22.8,2702.5,8.96,3093.54,2023Q3,3,81.44,3,No,N/A,Low
12132,6/14/2024 23:34,Central,Retail,Kolkata,400,44990.56314,150,0.85,12,4163.73,0,6/17/2024 23:34,Apparel,49.8,Medium,UPI,85.65,12,Blue Dart,Road,11.46,3347.09,14.8,3188.62,2024Q2,3,86.97,2,No,N/A,Low
12133,2/25/2024 7:16,North,E-commerce,Mumbai,110,20994.96005,325,0.77,10,1775.46,0,3/3/2024 7:16,Electronics,33.89,High,Net Banking,53.58,12,Delhivery,Ship,5.35,2274.86,4.27,4216.28,2024Q1,7,96.14,1,No,N/A,High
12134,4/17/2023 22:56,West,E-commerce,Delhi,257,96447.39006,391,0.91,8,6350.6,0,4/26/2023 22:56,Electronics,45.06,Medium,Net Banking,98.5,3,Blue Dart,Ship,16.62,13716.68,13.66,2061.54,2023Q2,9,99.38,3,No,N/A,Medium
12135,10/19/2023 14:11,Central,Wholesale,Mumbai,494,39250.77556,845,0.81,12,2184.41,0,10/23/2023 14:11,Groceries,25.86,Low,Cash,90.76,10,Delhivery,Ship,14.15,6844.12,19.26,2028.76,2023Q4,4,92.53,1,No,N/A,High
12136,12/17/2023 22:42,North,Retail,Chennai,423,93735.78279,249,0.83,10,6639.16,1,12/19/2023 22:42,Automobile Parts,25.95,Low,Credit Card,60.74,12,FedEx,Ship,26.52,14917.34,14.98,3453.31,2023Q4,2,85.47,4,No,N/A,High
12137,12/9/2024 21:37,South,Corporate,Chennai,249,88787.82109,117,0.73,14,5002.33,0,12/11/2024 21:37,Automobile Parts,11.26,Low,Net Banking,81.65,14,India Post,Road,5.83,13170.06,0.49,963.47,2024Q4,2,84.29,2,No,N/A,High
12138,11/27/2024 22:15,Central,Wholesale,Mumbai,94,22343.58768,730,0.86,4,1668.29,0,11/30/2024 22:15,Apparel,41.26,Low,UPI,90.74,12,India Post,Road,24.58,3420.79,16.46,3255.57,2024Q4,3,80.89,2,No,N/A,Medium
12139,9/1/2023 13:15,East,Retail,Kolkata,440,194235.0481,851,0.96,8,5651.14,0,9/3/2023 13:15,Groceries,8.46,Low,Cash,79.49,9,FedEx,Air,28.08,22577.7,18.41,4923.72,2023Q3,2,86.31,5,No,N/A,Low
12140,12/14/2024 1:29,Central,E-commerce,Bangalore,97,41102.80488,955,0.82,6,3009.61,0,12/19/2024 1:29,Furniture,13.6,Medium,Net Banking,80.78,13,Delhivery,Road,11.8,2552.13,16.33,1102.67,2024Q4,5,90.62,3,No,N/A,High
12141,11/25/2023 7:31,North,Retail,Mumbai,125,54540.21461,269,0.92,3,2079.67,0,11/27/2023 7:31,Apparel,25.49,Medium,Net Banking,87.28,2,DHL,Road,6.32,7216.24,4.65,2134.38,2023Q4,2,90.45,3,No,N/A,Medium
12142,7/31/2023 17:18,South,Corporate,Kolkata,468,36850.13017,388,0.82,3,2236.06,0,8/8/2023 17:18,Electronics,49.44,High,Net Banking,59,8,India Post,Road,19.88,6827.77,12.69,1779.78,2023Q3,8,95,5,No,N/A,Medium
12143,2/28/2024 10:36,West,Retail,Kolkata,156,74778.38981,246,0.74,12,6245.34,0,2/29/2024 10:36,Electronics,46.16,Medium,Cash,90.66,14,Delhivery,Air,25.74,14337.74,2.07,2091.74,2024Q1,1,94.96,5,No,N/A,Low
12144,11/16/2023 8:00,East,Corporate,Chennai,246,51835.19812,630,0.97,14,4741.96,1,11/25/2023 8:00,Electronics,23.89,High,UPI,52.53,13,Blue Dart,Air,18.54,7862.94,1.56,1411.19,2023Q4,9,86.48,4,No,N/A,Medium
12145,2/14/2023 16:19,South,E-commerce,Chennai,162,58573.70239,645,0.82,7,4288.64,0,2/18/2023 16:19,Groceries,2.43,Low,Credit Card,50.59,2,Blue Dart,Air,28.74,10447.64,9.74,4081.8,2023Q1,4,85.32,1,No,N/A,High
12146,12/3/2023 3:00,Central,Corporate,Bangalore,11,4237.215938,240,0.87,12,103.75,0,12/8/2023 3:00,Automobile Parts,22.15,Medium,Net Banking,83.57,8,Blue Dart,Ship,6.07,624.21,13.97,1623.89,2023Q4,5,93.5,1,Yes,Late Delivery,Low
12147,7/12/2024 1:37,Central,E-commerce,Delhi,309,96282.49281,928,0.89,10,9301.23,0,7/19/2024 1:37,Apparel,10.1,Low,UPI,94.19,6,India Post,Air,14.74,5564.49,13.41,1392.63,2024Q3,7,97.5,3,No,N/A,Low
12148,10/14/2023 1:01,South,Corporate,Mumbai,69,31518.05473,137,0.98,13,2813.66,0,10/18/2023 1:01,Apparel,46.33,Low,Cash,67.03,12,Blue Dart,Air,8.93,2573.43,17.44,2481.87,2023Q4,4,85.02,5,No,N/A,High
12149,10/8/2023 20:37,Central,E-commerce,Kolkata,236,94780.44366,72,0.97,5,7620.78,1,10/16/2023 20:37,Groceries,28.03,High,UPI,55.38,3,Delhivery,Air,12.39,10331.58,17.99,138.3,2023Q4,8,97.17,2,No,N/A,High
12150,6/26/2024 1:54,South,E-commerce,Chennai,452,112157.1626,399,1,11,10090.03,1,6/27/2024 1:54,Furniture,3.01,High,Credit Card,64.19,6,India Post,Rail,9.36,12609.87,11.45,2203.11,2024Q2,1,87.59,4,Yes,Damaged,Medium
12151,4/26/2023 17:11,Central,Wholesale,Kolkata,60,10600.35505,897,0.96,3,912.27,0,5/3/2023 17:11,Electronics,4.6,Low,Cash,86.91,7,Blue Dart,Road,13.94,2001.7,17.8,4494.51,2023Q2,7,86.04,1,No,N/A,Medium
12152,9/21/2023 20:21,West,E-commerce,Bangalore,168,83586.03787,179,0.82,11,4410.18,1,9/29/2023 20:21,Apparel,29.73,Medium,Credit Card,78.91,8,Delhivery,Air,28.82,15463.1,5.07,1899.21,2023Q3,8,82.24,1,Yes,Wrong Product,Medium
12153,7/17/2023 1:07,North,Retail,Kolkata,84,13743.47131,936,0.89,5,457.89,0,7/26/2023 1:07,Electronics,4.89,High,UPI,93.88,9,Blue Dart,Rail,28.33,1871.37,18.54,1007.69,2023Q3,9,86.37,3,No,N/A,Low
12154,7/25/2024 15:31,East,E-commerce,Chennai,180,70434.60945,799,0.8,6,3208.55,0,7/27/2024 15:31,Groceries,20.58,High,Cash,84.97,11,Blue Dart,Road,17.1,8832.83,19.7,3003.79,2024Q3,2,93.89,5,No,N/A,Medium
12155,2/4/2024 15:24,West,E-commerce,Bangalore,135,10519.60925,959,0.71,10,490.29,0,2/6/2024 15:24,Apparel,16.75,High,UPI,51.07,9,Blue Dart,Ship,18.73,980.11,7.02,3598.07,2024Q1,2,90.42,3,No,N/A,Medium
12156,3/20/2024 9:29,East,Wholesale,Bangalore,220,57804.36526,689,0.74,9,3465.81,0,3/26/2024 9:29,Groceries,38.19,Medium,Cash,75.77,6,Blue Dart,Road,13.29,4566.14,14.63,3275.04,2024Q1,6,83.01,5,No,N/A,High
12157,7/27/2023 1:10,West,E-commerce,Chennai,498,110574.171,994,0.9,11,8270.63,0,7/30/2023 1:10,Furniture,23.75,Medium,Credit Card,90.66,5,Blue Dart,Ship,27.66,14463.18,2.4,2822.16,2023Q3,3,98.86,3,No,N/A,Medium
